target_name,target_classification,s_ra,s_dec,calib_level,t_min,t_exptime,classification_id
2M21333827-0054569,STAR,323.409483,-0.915811,3,55822.2481177199,12000.0,2
eBOSS 4194-55450-178,STAR,323.25758,-0.82077068,3,55449.2241898148,6305.79,2
eBOSS 4194-55450-180,STAR,323.26367,-0.78638539,3,55449.2241898148,6305.79,2
eBOSS 4194-55450-172,QSO,323.3347,-0.92522836,3,55449.2241898148,6305.79,1
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625,-0.8233055555556,3,53841.51238305,1720.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625,-0.8233055555556,3,53841.64573935,1720.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625,-0.8233055555556,3,53841.51238305,3440.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56583.10530774,1570.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56583.09986811,626.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56583.06846774,62.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56583.09986811,2258.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56533.47721649,1470.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56533.47177649,626.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56533.46912612,70.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56533.47177649,2166.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.65889403,1352.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.6534544,626.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.65089625,62.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.6534544,2040.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625,-0.8233055555556,3,53841.51238305,1720.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625,-0.8233055555556,3,53841.64573935,3490.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.65889403,4392.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.6534544,1878.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.65089625,194.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3645549004,-0.8219579938768,3,56583.0998681366,626.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.363569117,-0.8226039970601,3,56583.1053077546,1570.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3608464667,-0.8229199744229,3,56533.4717765046,626.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3614254222,-0.8230299830326,3,56533.4772165162,1470.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3596885558,-0.8226999569514,3,56533.4691261227,70.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3639831515,-0.8253856442322,3,56518.6534543981,626.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3636601164,-0.8248928032992,3,56518.6588940162,1352.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3652061717,-0.8249038962117,3,53841.5123830671,1720.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3652061717,-0.8249038962117,3,53841.6457393519,1720.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3667273611,-0.8225186333496,3,59473.2787433681,35.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.36258,-0.82325,3,59473.27874336,35.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.36258,-0.82325,3,59473.27874336,35.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3643061867,-0.8258784851389,3,56518.6508962616,62.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3655406835,-0.8213119904502,3,56583.0684677431,62.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3797717372,-0.8195876762857,3,51683.1175326736,3.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3797717372,-0.8195876762857,3,51683.1189215625,30.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3797717372,-0.8195876762857,3,51683.1203104514,30.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3797717372,-0.8195876762857,3,51683.1223937847,40.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3797717372,-0.8195876762857,3,51683.1237826736,100.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3797717372,-0.8195876762857,3,51683.1258660069,100.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.4807057523,35.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.4820946412,35.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.4834835301,35.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.6237613079,1.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.4869572106,600.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.4959849884,600.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.5473738773,500.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.5550113079,50.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.5570946412,50.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.5612627662,700.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.5709849884,700.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.614040544,600.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.4154294329,900.0,3
NGC7089,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3664794283,-0.8167525187802,3,51778.4279294329,900.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3809865224,-0.8072827217304,3,54644.5196469097,200.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3809865224,-0.8072827217304,3,54644.5245080208,700.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3813927118,-0.8073545992837,3,54644.6515913542,200.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3813927118,-0.8073545992837,3,54644.6564524653,700.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3812837845,-0.8070906288119,3,54644.5363135764,230.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3812837845,-0.8070906288119,3,54644.5418691319,700.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3816974702,-0.8072764534252,3,54644.7349246875,200.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3816974702,-0.8072764534252,3,54644.7397857986,700.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3815599488,-0.8070997537034,3,54644.6682580208,200.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3815599488,-0.8070997537034,3,54644.6731191782,700.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3813594623,-0.8068893422207,3,54644.5849246875,200.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3813594623,-0.8068893422207,3,54644.5897857986,700.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.381818962,-0.8070756746451,3,54644.7849246875,200.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.381818962,-0.8070756746451,3,54644.7897857986,700.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.381745813,-0.806927312265,3,54644.7182580671,200.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.381745813,-0.806927312265,3,54644.7231191782,700.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3815196632,-0.8066613687093,3,54644.6015913542,200.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3815196632,-0.8066613687093,3,54644.6064524653,700.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3819334177,-0.8069017679294,3,54644.8015913542,200.0,3
M2-WFPC2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3819334177,-0.8069017679294,3,54644.8064524653,700.0,3
MESSIER-002,CALIBRATION-POINT-SPREAD-FUNCTION,323.3194944657,-0.8626476241908,3,54313.5883889236,10.0,0
MESSIER-002,CALIBRATION-POINT-SPREAD-FUNCTION,323.3194944657,-0.8626476241908,3,54313.5863055903,10.0,0
MESSIER-002,CALIBRATION-POINT-SPREAD-FUNCTION,323.3190692726,-0.8630228804682,3,54313.6050555903,10.0,0
MESSIER-002,CALIBRATION-POINT-SPREAD-FUNCTION,323.3190692726,-0.8630228804682,3,54313.6029722569,10.0,0
MESSIER-002,CALIBRATION-POINT-SPREAD-FUNCTION,323.3192651266,-0.8632585020525,3,54313.5939444792,10.0,0
MESSIER-002,CALIBRATION-POINT-SPREAD-FUNCTION,323.3192651266,-0.8632585020525,3,54313.5918611458,10.0,0
MESSIER-002,CALIBRATION-POINT-SPREAD-FUNCTION,323.3190205938,-0.863096236027,3,54313.5828333681,10.0,0
MESSIER-002,CALIBRATION-POINT-SPREAD-FUNCTION,323.3190205938,-0.863096236027,3,54313.5807500347,10.0,0
MESSIER-002,CALIBRATION-POINT-SPREAD-FUNCTION,323.3188399334,-0.8636337583042,3,54313.5995000347,10.0,0
MESSIER-002,CALIBRATION-POINT-SPREAD-FUNCTION,323.3188399334,-0.8636337583042,3,54313.5974167014,10.0,0
MESSIER-002,CALIBRATION-POINT-SPREAD-FUNCTION,323.3187912546,-0.86370711386,3,54313.5772778588,10.0,0
MESSIER-002,CALIBRATION-POINT-SPREAD-FUNCTION,323.3187912546,-0.86370711386,3,54313.5751944792,10.0,0
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56533.49322242,593.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56533.47795649,1261.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.65963464,1996.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.65963464,611.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.65963464,1145.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56583.10604773,1360.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56583.10604773,717.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56533.47795649,668.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.67426427,534.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56583.1668581,643.0,3
HI-LATITUDE-FIELD,STAR,323.3568277045,-0.9024446272388,2,51778.4132386921,525.0,2
HI-LATITUDE-FIELD,STAR,323.3568277045,-0.9024446272388,2,51778.4208312847,1500.0,2
HI-LATITUDE-FIELD,STAR,323.3568277045,-0.9024446272388,2,51778.4798127662,150.0,2
HI-LATITUDE-FIELD,STAR,323.3568277045,-0.9024446272388,2,51778.4830653588,1433.0,2
HI-LATITUDE-FIELD,STAR,323.3568277045,-0.9024446272388,2,51778.5041879282,150.0,2
HI-LATITUDE-FIELD,STAR,323.3568277045,-0.9024446272388,2,51778.5467920139,1403.0,2
HI-LATITUDE-FIELD,STAR,323.3568277045,-0.9024446272388,2,51778.5673360764,150.0,2
HI-LATITUDE-FIELD,STAR,323.3568277045,-0.9024446272388,2,51778.6137827546,604.0,2
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.65963464,611.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3094844295,-0.7390307660628,3,56533.493222419,593.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3857463193,-0.7257321802829,3,56518.6596346412,611.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.2643988628,-0.8005183441873,3,56583.1060477199,717.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3054318293,-0.7382606378954,3,56533.4779564815,668.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3625833333,-0.82325,3,56518.67426427,534.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.3832697553,-0.7219537542979,3,56518.6742642708,534.0,3
NGC-7089-M-2,STELLAR-CLUSTER-GLOBULAR-CLUSTER,323.2604557094,-0.803102254761,3,56583.1668581019,643.0,3
