target_name,target_classification,s_ra,s_dec,calib_level,t_min,t_exptime,classification_id
2M17560722-3424393,STAR,269.030106,-34.410934,3,58292.0801578241,4000.0,3
2M17561777-3513563,STAR,269.074068,-35.232311,3,58262.3699030208,8000.0,3
2M17565187-3458510,STAR,269.216149,-34.98085,3,58264.3239842477,4000.0,3
2M17560190-3423131,STAR,269.007921,-34.386997,3,58292.0801578241,4000.0,3
2M17531170-3412156,STAR,268.298775,-34.204357,3,58262.3699030208,8000.0,3
2M17540343-3529164,STAR,268.514317,-35.4879,3,58264.1692331018,4000.0,3
2M17521710-3524477,STAR,268.071251,-35.413273,3,58264.1692331018,4000.0,3
AP17503726-3451329,STAR,267.65525,-34.859139,3,58262.3699030208,8000.0,3
2M17565556-3445011,STAR,269.231508,-34.750332,3,58264.3239842477,2001.836,3
2M17515159-3521553,STAR,267.964967,-35.365379,3,58262.3699030208,8000.0,3
2M17504995-3506088,STAR,267.708158,-35.10247,3,58262.3699030208,8000.0,3
2M17525398-3528304,STAR,268.224926,-35.475121,3,58262.3699030208,8000.0,3
AP17505368-3508041,STAR,267.723667,-35.134472,3,58264.1692331018,4000.0,3
AP17554204-3418178,STAR,268.925167,-34.304944,3,58292.0801578241,4000.0,3
2M17523877-3528004,STAR,268.161565,-35.466797,3,58262.3699030208,8000.0,3
2M17533869-3410237,STAR,268.411209,-34.173264,3,58262.3699030208,8000.0,3
2M17570023-3457138,STAR,269.250992,-34.953857,3,58264.3239842477,4000.0,3
2M17534562-3410187,STAR,268.440116,-34.171871,3,58262.3699030208,8000.0,3
2M17513599-3420340,STAR,267.899963,-34.342804,3,58262.3699030208,8000.0,3
AP17504342-3436150,STAR,267.680917,-34.604167,3,58262.3699030208,8000.0,3
AP17512425-3518296,STAR,267.851042,-35.308222,3,58264.1692331018,4000.0,3
AP17513876-3419354,STAR,267.9115,-34.3265,3,58262.3699030208,8000.0,3
2M17523137-3412497,STAR,268.130741,-34.213818,3,58292.0801578241,4000.0,3
2M17563725-3511403,STAR,269.15522,-35.194538,3,58264.3239842477,4000.0,3
2M17515910-3524545,STAR,267.996277,-35.415154,3,58262.3699030208,8000.0,3
2M17524749-3411140,STAR,268.197894,-34.187233,3,58292.0801578241,4000.0,3
2M17521811-3527507,STAR,268.075495,-35.464092,3,58262.3699030208,4000.0,3
2M17532678-3408582,STAR,268.361598,-34.149513,3,58262.3699030208,8000.0,3
2M17532678-3408582,STAR,268.361598,-34.149513,3,58292.0801578241,4000.0,3
2M17555619-3417119,STAR,268.984144,-34.28664,3,58292.0801578241,4000.0,3
2M17564635-3512053,STAR,269.193141,-35.201473,3,58264.3239842477,2001.836,3
AP17504318-3430479,STAR,267.679917,-34.513306,3,58262.3699030208,8000.0,3
2M17551648-3411498,STAR,268.8187,-34.197178,3,58292.0801578241,4000.0,3
2M17562094-3421311,STAR,269.087281,-34.35865,3,58264.3239842477,4000.0,3
2M17570675-3503365,STAR,269.27815,-35.060143,3,58264.3239842477,4000.0,3
2M17565321-3430296,STAR,269.22172,-34.508232,3,58264.3239842477,4000.0,3
2M17553816-3413414,STAR,268.909024,-34.228168,3,58292.0801578241,4000.0,3
AP17501994-3442341,STAR,267.583083,-34.709472,3,58262.3699030208,8000.0,3
2M17531475-3533209,STAR,268.311465,-35.555828,3,58262.3699030208,4000.0,3
2M17521530-3529530,STAR,268.063791,-35.498074,3,58262.3699030208,8000.0,3
AP17571285-3439058,STAR,269.303542,-34.651611,3,58264.3239842477,4000.0,3
2M17543607-3533026,STAR,268.650311,-35.550732,3,58262.3699030208,8000.0,3
AP17570995-3435480,STAR,269.291458,-34.596667,3,58264.3239842477,4000.0,3
2M17501212-3454400,STAR,267.550503,-34.911121,3,58262.3699030208,8000.0,3
2M17542443-3406401,STAR,268.601814,-34.111156,3,58292.0801578241,2001.836,3
2M17540482-3534476,STAR,268.520122,-35.579906,3,58262.3699030208,8000.0,3
2M17562967-3421050,STAR,269.123628,-34.351402,3,58264.3239842477,4000.0,3
2M17562967-3421050,STAR,269.123628,-34.351402,3,58292.0801578241,4000.0,3
2M17571857-3501415,STAR,269.327392,-35.028214,3,58264.3239842477,4000.0,3
2M17510615-3520498,STAR,267.775631,-35.347191,3,58262.3699030208,8000.0,3
AP17523490-3532485,STAR,268.145417,-35.546806,3,58262.3699030208,8000.0,3
2M17570957-3507484,STAR,269.289905,-35.130131,3,58264.3239842477,4000.0,3
2M17530940-3406106,STAR,268.289178,-34.102947,3,58262.3699030208,8000.0,3
AP17525994-3406336,STAR,268.24975,-34.109333,3,58262.3699030208,4000.0,3
AP17525994-3406336,STAR,268.24975,-34.109333,3,58292.0801578241,4000.0,3
2M17515406-3411521,STAR,267.975289,-34.197826,3,58262.3699030208,8000.0,3
2M17500778-3453346,STAR,267.532444,-34.892952,3,58262.3699030208,8000.0,3
AP17511838-3417099,STAR,267.826583,-34.286083,3,58262.3699030208,8000.0,3
2M17500751-3454373,STAR,267.531323,-34.910378,3,58262.3699030208,8000.0,3
2M17572572-3443465,STAR,269.357172,-34.729607,3,58264.3239842477,2001.836,3
2M17572294-3439356,STAR,269.345596,-34.659904,3,58264.3239842477,4000.0,3
2M17552249-3531460,STAR,268.843735,-35.529446,3,58262.3699030208,8000.0,3
2M17573000-3452206,STAR,269.375003,-34.872406,3,58264.3239842477,4000.0,3
2M17521818-3532254,STAR,268.075767,-35.54039,3,58262.3699030208,8000.0,3
2M17511759-3416002,STAR,267.8233,-34.266739,3,58262.3699030208,8000.0,3
2M17503418-3426386,STAR,267.642453,-34.444057,3,58262.3699030208,8000.0,3
2M17542681-3536051,STAR,268.611738,-35.601429,3,58262.3699030208,8000.0,3
2M17570715-3428457,STAR,269.27981,-34.479378,3,58264.3239842477,4000.0,3
2M17534081-3403572,STAR,268.42005,-34.065903,3,58262.3699030208,8000.0,3
2M17534081-3403572,STAR,268.42005,-34.065903,3,58292.0801578241,4000.0,3
2M17510639-3523265,STAR,267.776646,-35.390697,3,58262.3699030208,4000.0,3
AP17501315-3506135,STAR,267.554792,-35.10375,3,58262.3699030208,8000.0,3
2M17543688-3536074,STAR,268.653691,-35.602077,3,58262.3699030208,8000.0,3
2M17495838-3451309,STAR,267.493279,-34.858604,3,58262.3699030208,8000.0,3
2M17522772-3406210,STAR,268.115537,-34.10585,3,58292.0801578241,4000.0,3
2M17495788-3449337,STAR,267.491182,-34.826038,3,58262.3699030208,8000.0,3
AP17495940-3456539,STAR,267.4975,-34.948306,3,58262.3699030208,8000.0,3
2M17563703-3418286,STAR,269.154308,-34.307964,3,58292.0801578241,4000.0,3
2M17545454-3535562,STAR,268.727264,-35.598949,3,58262.3699030208,1000.918,3
2M17513984-3410435,STAR,267.91604,-34.178768,3,58292.0801578241,4000.0,3
AP17513182-3529318,STAR,267.882583,-35.492167,3,58262.3699030208,8000.0,3
AP17522259-3405422,STAR,268.094125,-34.095056,3,58262.3699030208,4000.0,3
AP17522259-3405422,STAR,268.094125,-34.095056,3,58292.0801578241,4000.0,3
AP17500802-3507317,STAR,267.533417,-35.125472,3,58264.1692331018,4000.0,3
2M17531608-3402501,STAR,268.317005,-34.047268,3,58262.3699030208,8000.0,3
2M17574140-3448334,STAR,269.422518,-34.809288,3,58264.3239842477,4000.0,3
2M17495366-3446204,STAR,267.47362,-34.772343,3,58262.3699030208,8000.0,3
2M17571580-3428337,STAR,269.315851,-34.476051,3,58264.3239842477,4000.0,3
2M17500117-3437472,STAR,267.504891,-34.62978,3,58262.3699030208,8000.0,3
2M17570872-3515377,STAR,269.286344,-35.260498,3,58264.3239842477,4000.0,3
2M17501756-3428337,STAR,267.573169,-34.476036,3,58262.3699030208,8000.0,3
2M17495521-3459201,STAR,267.480057,-34.988937,3,58262.3699030208,8000.0,3
2M17522699-3536129,STAR,268.112491,-35.603592,3,58264.1692331018,4000.0,3
2M17562789-3414467,STAR,269.116248,-34.246315,3,58292.0801578241,4000.0,3
2M17574215-3442467,STAR,269.425651,-34.712997,3,58264.3239842477,4000.0,3
2M17512068-3411502,STAR,267.836176,-34.197281,3,58262.3699030208,8000.0,3
2M17500058-3435041,STAR,267.502418,-34.58448,3,58262.3699030208,8000.0,3
2M17523589-3537314,STAR,268.149549,-35.625416,3,58262.3699030208,8000.0,3
2M17565449-3521330,STAR,269.227066,-35.359184,3,58264.3239842477,4000.0,3
AP17524850-3538195,STAR,268.202083,-35.63875,3,58262.3699030208,8000.0,3
2M17560674-3410202,STAR,269.028109,-34.172302,3,58292.0801578241,4000.0,3
2M17513071-3409428,STAR,267.877961,-34.161896,3,58262.3699030208,8000.0,3
2M17513071-3409428,STAR,267.877961,-34.161896,3,58292.0801578241,4000.0,3
2M17513709-3408429,STAR,267.90457,-34.145275,3,58262.3699030208,8000.0,3
2M17513709-3408429,STAR,267.90457,-34.145275,3,58292.0801578241,4000.0,3
MOA-2008-BLG-310,STAR-G-V-IV,268.5605208333,-34.77805277778,3,56697.8691679745,560.0,7
MOA-2008-BLG-310,STAR-G-V-IV,268.5605208333,-34.77805277778,3,56697.8840753819,1000.0,7
MOA-2008-BLG-310,STAR-G-V-IV,268.5605208333,-34.77805277778,3,55979.0697158218,560.0,7
MOA-2008-BLG-310,STAR-G-V-IV,268.5605208333,-34.77805277778,3,55979.0846232292,1000.0,7
MOA-2008-BLG-310,EXT-STAR-BULGE,268.5605208333,-34.77805277778,3,59631.2973487616,30.0,1
MOA-2008-BLG-310,STAR-G-V-IV,268.5605208333,-34.77805277778,3,55979.06971581,1150.0,7
MOA-2008-BLG-310,EXT-STAR-BULGE,268.5605208333,-34.77805277778,3,59631.29734876,30.0,1
MOA-2008-BLG-310,EXT-STAR-BULGE,268.5605208333,-34.77805277778,3,59631.29734876,30.0,1
MOA-2008-BLG-310,STAR-G-V-IV,268.5605208333,-34.77805277778,3,56697.86916797,560.0,7
MOA-2008-BLG-310,STAR-G-V-IV,268.5605208333,-34.77805277778,3,56697.86916797,1560.0,7
MOA-2008-BLG-310,STAR-G-V-IV,268.5605208333,-34.77805277778,3,55979.08462322,2000.0,7
MOA-2008-BLG-310,STAR-G-V-IV,268.5605208333,-34.77805277778,3,56697.88407537,1000.0,7
MOA-2008-BLG-310,STAR-G-V-IV,268.5605208333,-34.77805277778,3,55979.08462322,1000.0,7
MOA-2008-BLG-310,STAR-G-V-IV,268.5605208333,-34.77805277778,3,55979.06971581,560.0,7
MOA-2008-BLG-310,STAR-G-V-IV,268.5605208333,-34.77805277778,3,55979.06971581,1560.0,7
PK355-04D2,ISM-PLANETARY-NEBULA,268.2551546914,-34.63816578112,3,51597.9397537037,20.0,2
PK355-04D2,ISM-PLANETARY-NEBULA,268.2551546914,-34.63816578112,3,51597.9411440625,230.0,2
PK355-04D2,ISM-PLANETARY-NEBULA,268.2551546914,-34.63816578112,3,51597.9460051736,230.0,2
PK355-04D2,ISM-PLANETARY-NEBULA,268.2551546914,-34.63816578112,3,51597.9251703704,20.0,2
PK355-04D2,ISM-PLANETARY-NEBULA,268.2551546914,-34.63816578112,3,51597.9265606829,300.0,2
PK355-04D2,ISM-PLANETARY-NEBULA,268.2551546914,-34.63816578112,3,51597.9321162847,300.0,2
LOW-LATITUDE-FIELD,STAR,268.1741639259,-34.58345732072,2,51597.9242097569,150.0,3
LOW-LATITUDE-FIELD,STAR,268.1741639259,-34.58345732072,2,51597.9264553241,150.0,3
LOW-LATITUDE-FIELD,STAR,268.1741639259,-34.58345732072,2,51597.9297075232,904.0,3
LOW-LATITUDE-FIELD,STAR,268.1741639259,-34.58345732072,2,51597.9405293981,1500.0,3
ANY,UNIDENTIFIED-PARALLEL-FIELD,267.7912427895,-34.5125803389,3,58654.7946685532,2296.928406,9
ANY,UNIDENTIFIED-PARALLEL-FIELD,267.7912427895,-34.5125803389,3,58656.5836500347,2296.928406,9
ANY,UNIDENTIFIED-PARALLEL-FIELD,267.7927634392,-34.51356128879,3,58654.79466855,2296.928406,9
ANY,UNIDENTIFIED-PARALLEL-FIELD,267.7927634392,-34.51356128879,3,58656.58365003,2296.928406,9
ANY,UNIDENTIFIED-PARALLEL-FIELD,267.7927634392,-34.51356128879,3,58654.79466855,2296.928406,9
ANY,UNIDENTIFIED-PARALLEL-FIELD,267.7927634392,-34.51356128879,3,58654.79466855,2296.928406,9
ANY,UNIDENTIFIED-PARALLEL-FIELD,267.7927634392,-34.51356128879,3,58656.58365003,2296.928406,9
ANY,UNIDENTIFIED-PARALLEL-FIELD,267.7927634392,-34.51356128879,3,58654.79466855,2296.928406,9
ANY,UNIDENTIFIED-PARALLEL-FIELD,267.7927634392,-34.51356128879,3,58656.58365003,3096.161194,9
ANY,UNIDENTIFIED-PARALLEL-FIELD,267.7927634392,-34.51356128879,3,58656.58365003,3096.161194,9
NGC-6453,EXT-CLUSTER-GLOBULAR-CLUSTER,267.7110454546,-34.58653268407,3,58654.7954605671,2032.0,0
NGC-6453,EXT-CLUSTER-GLOBULAR-CLUSTER,267.7110454546,-34.58653268407,3,58656.5845576042,2026.0,0
NGC-6453,EXT-CLUSTER-GLOBULAR-CLUSTER,267.71104375,-34.58652222222,3,58656.58455761,2026.0,0
NGC-6453,EXT-CLUSTER-GLOBULAR-CLUSTER,267.71104375,-34.58652222222,3,58654.79546057,2032.0,0
NGC-6453,EXT-CLUSTER-GLOBULAR-CLUSTER,267.71104375,-34.58652222222,3,58656.58455761,2026.0,0
NGC-6453,EXT-CLUSTER-GLOBULAR-CLUSTER,267.71104375,-34.58652222222,3,58656.58455761,2026.0,0
NGC-6453,EXT-CLUSTER-GLOBULAR-CLUSTER,267.71104375,-34.58652222222,3,58654.79546057,2032.0,0
NGC-6453,EXT-CLUSTER-GLOBULAR-CLUSTER,267.71104375,-34.58652222222,3,58654.79546057,2032.0,0
NGC6453,STELLAR-CLUSTER-GLOBULAR-CLUSTER,267.71573,-34.59922222222,3,55323.82825463,1350.0,8
